id,rate
48221,.076
48223,.065
48225,.103
48227,.075
48229,.065
48231,.085
48233,.08
48235,.054
48237,.064
48239,.076
48241,.119
48243,.056
48245,.108
48247,.1
48249,.1
48251,.091
48253,.082
48255,.105
48257,.088
48259,.06
48261,.061
48263,.062
48265,.06
48267,.054
48269,.054
48271,.089
48273,.077
48275,.064
48277,.078
48279,.066
48281,.061
48283,.099
48285,.064
48287,.069
48289,.079
48291,.112
48293,.072
48295,.061
48297,.076
48299,.073
48301,.115
48303,.057
48305,.068
48307,.091
48309,.071
48311,.078
48313,.087
48315,.118
48317,.05
48319,.054
48321,.112
48323,.136
48325,.071
48327,.09
48329,.062
48331,.102
48333,.06
48335,.087
48337,.078
48339,.079
48341,.053
48343,.156
48345,.053
48347,.07
48349,.084
48351,.124
48353,.064
48355,.077
48357,.063
48359,.055
48361,.111
48363,.091
48365,.075
48367,.084
48369,.048
48371,.117
48373,.103
48375,.066
48377,.178
48379,.085
48381,.051
48383,.058
48385,.061
48387,.105
48389,.14
48391,.07
48393,.062
48395,.087
48397,.078
48399,.101
48401,.091
48403,.159
48405,.108
48407,.1
48409,.098
48411,.078
48413,.111
48415,.072
48417,.043
48419,.081
48421,.049
48423,.083
48425,.073
48427,.178
48429,.069
48431,.046
48433,.048
48435,.078
48437,.067
48439,.082
48441,.061
48443,.078
48445,.077
48447,.056
48449,.077
48451,.07
48453,.07
48455,.088
48457,.105
48459,.081
48461,.056
48463,.089
48465,.096
48467,.074
48469,.079
48471,.078
48473,.09
48475,.085
48477,.069
48479,.091
48481,.079
48483,.056
48485,.081
48487,.055
48489,.139
48491,.078
48493,.069
48495,.09
48497,.096
48499,.084
48501,.071
48503,.064
48505,.126
48507,.163
49001,.042
49003,.056
49005,.042
49007,.065
49009,.027
49011,.056
49013,.069
49015,.062
49017,.049
49019,.052
49021,.063
49023,.068
49025,.044
49027,.04
49029,.053
49031,.038
49033,.028
49035,.06
49037,.086
49039,.056
49041,.057
49043,.058
49045,.064
49047,.066
49049,.054
49051,.06
49053,.078
49055,.042
49057,.07
50001,.058
50003,.068
50005,.07
50007,.057
50009,.078
50011,.062
50013,.07
50015,.066
50017,.055
50019,.083
50021,.087
50023,.061
50025,.063
50027,.058
51001,.061
51003,.05
51005,.087
51007,.07
51009,.07
51011,.067
51013,.042
51015,.058
51017,.054
51019,.062
51021,.075
51023,.062
51025,.114
51027,.088
51029,.078
51031,.066
51033,.082
51035,.113
51036,.087
51037,.091
51041,.068
51043,.061
51045,.072
51047,.075
51049,.07
51051,.083
51053,.083
51057,.077
51059,.047
51061,.05
51063,.071
51065,.058
51067,.078
51069,.073
51071,.085
51073,.055
51075,.067
51077,.104
51079,.058
51081,.091
51083,.115
51085,.066
51087,.072
51089,.134
51091,.059
51093,.063
51095,.046
51097,.075
51099,.075
51101,.064
51103,.073
51105,.071
51107,.047
51109,.081
51111,.091
51113,.06
51115,.048
51117,.105
51119,.064
51121,.063
51125,.062
51127,.069
51131,.066
51133,.065
51135,.079
51137,.076
51139,.098
51141,.099
51143,.103
51145,.06
51147,.084
51149,.073
51153,.053
51155,.108
51157,.056
51159,.072
51161,.059
51163,.056
51165,.053
51167,.096
51169,.099
51171,.076
51173,.102
51175,.077
51177,.051
51179,.051
51181,.073
51183,.095
51185,.079
51187,.066
51191,.082
51193,.071
51195,.067
51197,.097
51199,.05
51510,.048
51515,.089
51520,.099
51530,.087
51540,.062
51550,.064
51570,.082
51580,.091
51590,.13
51595,.118
51600,.054
51610,.073
51620,.107
51630,.091
51640,.103
51650,.077
51660,.064
51670,.104
51678,.092
51680,.077
51683,.068
51685,.054
51690,.2
51700,.073
51710,.084
51720,.055
51730,.138
51735,.05
51740,.084
51750,.085
51760,.1
51770,.086
51775,.063
51790,.073
51800,.066
51810,.059
51820,.082
51830,.135
51840,.079
53001,.065
53003,.081
53005,.058
53007,.065
53009,.085
53011,.127
53013,.084
53015,.128
53017,.066
53019,.113
53021,.062
53023,.053
53025,.073
53027,.117
53029,.081
53031,.074
53033,.088
53035,.071
53037,.073
53039,.081
53041,.12
53043,.074
53045,.094
53047,.074
53049,.107
53051,.121
53053,.088
53055,.047
53057,.091
53059,.094
53061,.101
53063,.083
53065,.105
53067,.071
53069,.114
53071,.055
53073,.078
53075,.047
53077,.068
54001,.092
54003,.085
54005,.094
54007,.08
54009,.111
54011,.066
54013,.121
54015,.119
54017,.074
54019,.086
54021,.065
54023,.112
54025,.083
54027,.078
54029,.118
54031,.097
54033,.071
54035,.129
54037,.066
54039,.071
54041,.075
54043,.106
54045,.098
54047,.127
54049,.065
54051,.087
54053,.121
54055,.069
54057,.079
54059,.107
54061,.046
54063,.065
54065,.091
54067,.091
54069,.078
54071,.075
54073,.102
54075,.113
54077,.07
54079,.063
54081,.08
54083,.085
54085,.088
54087,.13
54089,.078
54091,.079
54093,.109
54095,.108
54097,.089
54099,.077
54101,.104
54103,.123
54105,.114
54107,.088
54109,.115
55001,.083
55003,.083
55005,.071
55007,.062
55009,.071
55011,.057
55013,.091
55015,.067
55017,.066
55019,.076
55021,.071
55023,.081
55025,.054
55027,.084
55029,.066
55031,.065
55033,.058
55035,.06
55037,.081
55039,.078
55041,.081
55043,.061
55045,.078
55047,.075
55049,.062
55051,.094
55053,.072
55055,.08
55057,.085
55059,.098
55061,.073
55063,.059
55065,.06
55067,.085
55069,.096
55071,.085
55073,.077
55075,.102
55077,.083
55078,.127
55079,.093
55081,.064
55083,.091
55085,.074
55087,.075
55089,.072
55091,.054
55093,.061
55095,.084
55097,.058
55099,.094
55101,.093
55103,.075
55105,.111
55107,.101
55109,.068
55111,.07
55113,.071
55115,.082
55117,.083
55119,.096
55121,.064
55123,.066
55125,.071
55127,.077
55129,.078
55131,.081
55133,.072
55135,.082
55137,.082
55139,.07
55141,.074
56001,.036
56003,.082
56005,.057
56007,.068
56009,.059
56011,.049
56013,.074
56015,.053
56017,.058
56019,.067
56021,.063
56023,.065
56025,.073
56027,.045
56029,.051
56031,.062
56033,.066
56035,.045
56037,.074
56039,.052
56041,.072
56043,.059
56045,.059
72001,.217
72003,.179
72005,.178
72007,.182
72009,.192
72011,.183
72013,.167
72015,.227
72017,.201
72019,.196
72021,.136
72023,.135
72025,.158
72027,.156
72029,.212
72031,.133
72033,.183
72035,.181
72037,.176
72039,.236
72041,.173
72043,.231
72045,.234
72047,.177
72049,.116
72051,.152
72053,.178
72054,.215
72055,.199
72057,.22
72059,.226
72061,.106
72063,.163
72065,.165
72067,.164
72069,.208
72071,.191
72073,.219
72075,.186
72077,.191
72079,.186
72081,.175
72083,.181
72085,.192
72087,.204
72089,.202
72091,.192
72093,.199
72095,.259
72097,.179
72099,.18
72101,.216
72103,.232
72105,.189
72107,.228
72109,.236
72111,.202
72113,.159
72115,.168
72117,.179
72119,.171
72121,.189
72123,.252
72125,.178
72127,.119
72129,.185
72131,.182
72133,.257
72135,.129
72137,.134
72139,.111
72141,.258
72143,.163
72145,.176
72147,.277
72149,.198
72151,.241
72153,.16
